territory,group,sex,age_group,age_low,year,deaths,final_pred,final_ci_low,final_ci_high,excess,excess_low,excess_high,trend_pred,mean_pred,lc_pred,trend_ci_low,trend_ci_up,mean_ci_low,mean_ci_up,lc_ci_low,lc_ci_up
Georgia,Neighbors,Female,May-14,5,2015,39,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,15 - 19,15,2015,35,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,20 - 24,20,2015,54,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,25 - 29,25,2015,68,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,30 - 34,30,2015,88,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,35 - 39,35,2015,105,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,40 - 44,40,2015,214,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,45 - 49,45,2015,328,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,50 - 54,50,2015,553,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,55 - 59,55,2015,903,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,60 - 64,60,2015,1223,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,65 - 69,65,2015,1586,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,70 - 74,70,2015,2070,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,75 - 79,75,2015,4851,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,80+,80,2015,11991,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,0 - 4,0,2015,338,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,May-14,5,2015,92,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,15 - 19,15,2015,101,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,20 - 24,20,2015,182,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,25 - 29,25,2015,228,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,30 - 34,30,2015,295,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,35 - 39,35,2015,403,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,40 - 44,40,2015,621,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,45 - 49,45,2015,940,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,50 - 54,50,2015,1626,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,55 - 59,55,2015,2106,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,60 - 64,60,2015,2467,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,65 - 69,65,2015,2547,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,70 - 74,70,2015,2543,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,75 - 79,75,2015,4441,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,80+,80,2015,6745,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,0 - 4,0,2016,253,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,May-14,5,2016,37,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,15 - 19,15,2016,34,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,20 - 24,20,2016,50,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,25 - 29,25,2016,61,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,30 - 34,30,2016,102,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,35 - 39,35,2016,129,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,40 - 44,40,2016,182,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,45 - 49,45,2016,292,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,50 - 54,50,2016,529,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,55 - 59,55,2016,937,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,60 - 64,60,2016,1204,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,65 - 69,65,2016,1683,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,70 - 74,70,2016,1715,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,75 - 79,75,2016,4966,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,80+,80,2016,12354,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,0 - 4,0,2016,351,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,May-14,5,2016,54,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,15 - 19,15,2016,109,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,20 - 24,20,2016,152,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,25 - 29,25,2016,244,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,30 - 34,30,2016,316,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,35 - 39,35,2016,432,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,40 - 44,40,2016,647,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,45 - 49,45,2016,929,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,50 - 54,50,2016,1552,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,55 - 59,55,2016,2132,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,60 - 64,60,2016,2489,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,65 - 69,65,2016,2760,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,70 - 74,70,2016,2255,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,75 - 79,75,2016,4444,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,80+,80,2016,7058,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,0 - 4,0,2017,267,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,May-14,5,2017,41,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,15 - 19,15,2017,36,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,20 - 24,20,2017,40,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,25 - 29,25,2017,60,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,30 - 34,30,2017,80,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,35 - 39,35,2017,106,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,40 - 44,40,2017,188,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,45 - 49,45,2017,294,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,50 - 54,50,2017,469,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,55 - 59,55,2017,791,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,60 - 64,60,2017,1117,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,65 - 69,65,2017,1546,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,70 - 74,70,2017,1575,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,75 - 79,75,2017,4464,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,80+,80,2017,12214,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,0 - 4,0,2017,324,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,May-14,5,2017,71,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,15 - 19,15,2017,64,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,20 - 24,20,2017,161,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,25 - 29,25,2017,236,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,30 - 34,30,2017,233,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,35 - 39,35,2017,413,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,40 - 44,40,2017,618,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,45 - 49,45,2017,858,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,50 - 54,50,2017,1339,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,55 - 59,55,2017,2100,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,60 - 64,60,2017,2308,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,65 - 69,65,2017,2781,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,70 - 74,70,2017,2107,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,75 - 79,75,2017,4040,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,80+,80,2017,6664,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,0 - 4,0,2018,213,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,May-14,5,2018,37,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,15 - 19,15,2018,32,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,20 - 24,20,2018,42,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,25 - 29,25,2018,62,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,30 - 34,30,2018,84,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,35 - 39,35,2018,95,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,40 - 44,40,2018,157,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,45 - 49,45,2018,268,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,50 - 54,50,2018,460,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,55 - 59,55,2018,806,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,60 - 64,60,2018,1116,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,65 - 69,65,2018,1574,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,70 - 74,70,2018,1638,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,75 - 79,75,2018,3838,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,80+,80,2018,12183,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,0 - 4,0,2018,285,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,May-14,5,2018,69,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,15 - 19,15,2018,73,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,20 - 24,20,2018,142,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,25 - 29,25,2018,210,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,30 - 34,30,2018,247,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,35 - 39,35,2018,359,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,40 - 44,40,2018,611,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,45 - 49,45,2018,795,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,50 - 54,50,2018,1326,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,55 - 59,55,2018,2085,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,60 - 64,60,2018,2438,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,65 - 69,65,2018,2775,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,70 - 74,70,2018,2211,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,75 - 79,75,2018,3435,,,,,,,,,,,,,,,
Georgia,Neighbors,Male,80+,80,2018,6697,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,0 - 4,0,2019,196,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,May-14,5,2019,33,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,15 - 19,15,2019,27,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,20 - 24,20,2019,42,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,25 - 29,25,2019,51,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,30 - 34,30,2019,66,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,35 - 39,35,2019,110,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,40 - 44,40,2019,149,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,45 - 49,45,2019,249,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,50 - 54,50,2019,448,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,55 - 59,55,2019,801,,,,,,,,,,,,,,,
Georgia,Neighbors,Female,60 - 64,60,2019,1105,,,,,,,,,,,,,,,
